Machine_Type,Temperature_C,Vibration_mm_s,RPM,Pressure_bar,Humidity_percent,Power_kW,Status
Washing_Machine,32.98,2.32,952,2.38,57.48,1.26,Normal
Washing_Machine,35.14,1.99,926,2.06,56.49,0.96,Normal
Washing_Machine,27.41,1.63,881,2.25,69.11,0.91,Normal
Washing_Machine,36.39,2.5,875,2.76,65.6,1.44,Normal
Washing_Machine,31.52,2.32,946,1.48,62.27,1.29,Normal
Washing_Machine,37.96,2.13,934,2.14,42.21,0.96,Normal
Washing_Machine,35.53,1.67,836,2.42,40.56,1.78,Normal
Washing_Machine,34.93,2.21,828,1.81,59.6,1.31,Normal
Washing_Machine,30.11,0.98,1117,2.06,69.66,1.5,Normal
Washing_Machine,35.21,1.66,1015,2.11,40.22,1.23,Normal
Washing_Machine,37.41,2.13,1074,2.05,35.94,1.13,Normal
Washing_Machine,36.05,1.46,1150,2.43,39.32,1.46,Normal
Washing_Machine,81.07,6.39,1593,4.16,68.83,2.59,Anomaly
Washing_Machine,41.37,1.67,921,2.18,62.28,1.2,Normal
Washing_Machine,42.75,1.28,1104,2.12,55.11,1.3,Normal
Washing_Machine,33.19,1.66,958,2.58,52.02,1.49,Normal
Washing_Machine,44.07,1.79,938,1.54,47.03,1.51,Normal
Washing_Machine,63.39,5.24,1621,4.34,38.09,2.37,Anomaly
Washing_Machine,74.03,5.69,1493,2.94,68.27,2.85,Anomaly
Washing_Machine,33.27,2.85,939,2.48,46.14,1.21,Normal
Washing_Machine,49.75,5.75,1718,4.5,46.16,2.71,Anomaly
Washing_Machine,34.27,2.38,965,1.5,40.73,0.76,Normal
Washing_Machine,58.58,4.72,1691,4.55,56.91,3.3,Anomaly
Washing_Machine,33.91,1.08,969,2.46,52.4,1.35,Normal
Washing_Machine,38.4,2.19,892,2.61,67.32,1.46,Normal
Washing_Machine,42.14,0.93,756,2.5,66.2,1.32,Normal
Washing_Machine,35.95,2.14,915,1.64,30.87,0.94,Normal
Washing_Machine,37.47,2.18,1014,2.24,46.57,1.01,Normal
Washing_Machine,32.3,1.65,850,1.99,40.81,1.45,Normal
Washing_Machine,34.89,1.53,950,1.97,65.69,0.81,Normal
Washing_Machine,37.39,1.37,1167,2.08,40.81,1.39,Normal
Washing_Machine,37.25,1.55,944,2.4,58.18,1.76,Normal
Washing_Machine,35.67,2.53,997,2.22,38.15,1.19,Normal
Washing_Machine,35.63,1.8,990,1.97,35.33,0.97,Normal
Washing_Machine,31.0,1.81,1039,1.95,56.3,1.21,Normal
Washing_Machine,34.7,2.0,971,2.65,55.18,1.1,Normal
Washing_Machine,66.01,3.83,1667,3.52,62.17,2.69,Anomaly
Washing_Machine,31.37,1.66,1158,2.17,69.82,1.41,Normal
Washing_Machine,46.44,1.68,1043,2.34,67.84,1.43,Normal
Washing_Machine,31.83,2.57,1037,2.15,33.77,1.23,Normal
Washing_Machine,41.9,2.12,1081,2.22,68.11,1.29,Normal
Washing_Machine,35.72,2.37,766,2.02,56.29,1.44,Normal
Washing_Machine,31.66,1.78,1084,1.6,47.15,1.75,Normal
Washing_Machine,42.66,2.38,1068,2.05,53.38,1.21,Normal
Washing_Machine,33.89,1.28,837,2.24,42.07,1.25,Normal
Washing_Machine,34.01,1.97,901,2.0,34.82,1.45,Normal
Washing_Machine,35.67,2.9,974,1.94,50.46,1.47,Normal
Washing_Machine,36.95,1.81,993,2.14,42.36,1.46,Normal
Washing_Machine,40.31,1.66,816,2.12,58.12,1.27,Normal
Washing_Machine,39.26,2.03,787,2.11,52.51,1.33,Normal
Washing_Machine,31.98,1.96,943,2.2,48.97,0.98,Normal
Washing_Machine,58.16,4.57,1638,4.32,68.97,2.61,Anomaly
Washing_Machine,38.43,2.25,954,2.71,53.59,1.32,Normal
Washing_Machine,36.93,2.01,993,2.02,65.11,1.02,Normal
Washing_Machine,66.24,5.29,1735,4.09,53.0,3.45,Anomaly
Washing_Machine,32.64,1.86,1026,2.1,63.26,1.3,Normal
Washing_Machine,34.69,2.48,896,2.35,41.91,1.27,Normal
Washing_Machine,32.05,1.54,871,2.13,67.79,0.98,Normal
Washing_Machine,63.69,3.58,1824,3.47,51.99,2.95,Anomaly
Washing_Machine,30.83,1.67,897,2.23,37.09,1.36,Normal
Washing_Machine,53.77,4.08,1831,3.54,30.5,3.31,Anomaly
Washing_Machine,37.61,2.29,879,1.95,68.14,1.04,Normal
Washing_Machine,33.65,1.92,933,2.2,66.95,1.36,Normal
Washing_Machine,37.42,1.17,1039,2.4,64.63,1.6,Normal
Washing_Machine,34.63,2.26,969,2.15,34.38,1.39,Normal
Washing_Machine,31.46,1.87,1090,1.95,32.02,1.31,Normal
Washing_Machine,34.67,2.29,755,1.98,61.11,1.69,Normal
Washing_Machine,34.55,1.94,1220,2.42,48.33,1.31,Normal
Washing_Machine,32.72,2.04,1081,1.74,37.74,1.57,Normal
Washing_Machine,31.2,2.27,918,2.31,34.36,1.03,Normal
Washing_Machine,31.0,2.99,934,2.7,57.79,1.41,Normal
Washing_Machine,34.53,1.93,815,2.55,66.4,0.94,Normal
Washing_Machine,42.97,2.91,922,1.77,61.64,1.26,Normal
Washing_Machine,59.04,4.98,1648,3.57,44.9,3.3,Anomaly
Washing_Machine,35.04,2.14,888,2.56,32.22,1.47,Normal
Washing_Machine,33.79,0.79,1020,1.95,32.28,1.22,Normal
Washing_Machine,62.43,5.09,1831,3.58,63.07,2.43,Anomaly
Washing_Machine,35.83,2.4,1047,2.54,56.61,1.05,Normal
Washing_Machine,31.49,2.17,908,1.99,53.54,1.05,Normal
Washing_Machine,45.12,5.53,1903,3.95,36.2,2.94,Anomaly
Washing_Machine,34.99,1.91,1082,2.28,63.92,1.22,Normal
Washing_Machine,35.53,2.26,848,1.94,31.53,1.19,Normal
Washing_Machine,36.31,2.25,877,2.41,30.77,1.48,Normal
Washing_Machine,31.56,2.76,1054,2.15,62.29,1.53,Normal
Washing_Machine,32.77,2.1,819,2.44,62.3,1.15,Normal
Washing_Machine,34.92,2.37,926,2.39,47.9,1.24,Normal
Washing_Machine,34.72,1.73,1197,1.94,40.9,1.35,Normal
Washing_Machine,33.82,2.76,1009,2.14,52.99,1.12,Normal
Washing_Machine,64.31,4.13,1457,4.92,45.19,2.75,Anomaly
Washing_Machine,35.55,2.22,886,2.02,61.92,1.17,Normal
Washing_Machine,68.93,5.9,1503,4.61,68.09,3.13,Anomaly
Washing_Machine,31.12,2.28,1104,1.78,38.4,1.19,Normal
Washing_Machine,40.92,1.94,908,1.75,38.27,1.39,Normal
Washing_Machine,36.15,2.5,884,2.11,39.69,1.29,Normal
Washing_Machine,36.77,1.31,1079,2.14,61.17,1.68,Normal
Washing_Machine,47.72,1.48,948,2.12,44.02,1.15,Normal
Washing_Machine,37.05,1.3,993,2.45,45.21,1.36,Normal
Washing_Machine,37.62,1.93,856,1.22,33.07,1.53,Normal
Washing_Machine,38.71,1.95,1142,2.36,54.19,1.22,Normal
Washing_Machine,37.48,2.21,1145,1.65,60.75,1.25,Normal
Washing_Machine,36.8,1.28,894,2.47,64.73,1.04,Normal
Washing_Machine,36.08,2.29,948,2.16,36.55,1.24,Normal
Washing_Machine,33.52,2.41,957,1.76,45.69,1.43,Normal
Washing_Machine,36.67,1.87,818,2.04,30.39,1.07,Normal
Washing_Machine,34.57,2.02,836,2.49,60.76,1.37,Normal
Washing_Machine,46.49,1.62,1159,1.79,61.46,1.38,Normal
Washing_Machine,40.91,0.96,1052,1.89,59.28,1.37,Normal
Washing_Machine,43.26,1.68,1204,2.35,40.85,1.59,Normal
Washing_Machine,33.55,2.4,1008,2.19,34.18,1.38,Normal
Washing_Machine,37.99,1.44,862,1.74,45.54,1.1,Normal
Washing_Machine,32.21,2.72,828,1.85,56.35,0.97,Normal
Washing_Machine,29.08,2.05,847,2.18,53.56,1.26,Normal
Washing_Machine,37.86,1.78,1152,2.13,48.31,1.19,Normal
Washing_Machine,46.57,4.24,1667,4.33,68.19,2.64,Anomaly
Washing_Machine,36.41,2.18,695,2.06,58.21,1.26,Normal
Washing_Machine,40.76,1.01,1225,1.8,41.7,1.5,Normal
Washing_Machine,64.22,7.01,1421,3.62,65.02,2.66,Anomaly
Washing_Machine,69.03,5.39,1273,3.93,47.23,3.3,Anomaly
Washing_Machine,35.92,1.76,1035,1.98,55.22,1.19,Normal
Washing_Machine,37.01,2.22,1138,1.98,50.75,1.47,Normal
Washing_Machine,34.02,2.29,990,2.03,40.78,1.67,Normal
Washing_Machine,54.62,5.21,2110,3.81,34.05,2.08,Anomaly
Washing_Machine,39.36,1.99,1055,2.04,47.58,1.17,Normal
Washing_Machine,38.18,1.77,960,1.92,69.42,1.01,Normal
Washing_Machine,76.02,4.89,1827,3.26,36.31,2.13,Anomaly
Washing_Machine,64.17,4.28,1605,4.69,31.92,3.36,Anomaly
Washing_Machine,36.25,1.56,1072,1.99,58.04,1.25,Normal
Washing_Machine,42.12,2.17,910,2.46,64.35,1.07,Normal
Washing_Machine,33.29,2.5,702,1.95,41.72,1.4,Normal
Washing_Machine,29.89,2.0,868,2.07,39.46,1.26,Normal
Washing_Machine,33.01,1.36,1053,2.02,37.05,1.21,Normal
Washing_Machine,34.52,1.54,985,2.27,55.68,0.76,Normal
Washing_Machine,57.92,5.7,1848,5.35,43.93,3.26,Anomaly
Washing_Machine,66.78,4.7,1982,3.84,30.51,2.51,Anomaly
Washing_Machine,46.71,2.4,909,1.98,49.29,1.61,Normal
Washing_Machine,37.93,3.28,822,2.15,50.5,1.47,Normal
Washing_Machine,33.17,2.1,752,2.51,43.43,1.61,Normal
Washing_Machine,28.73,2.58,971,1.67,69.62,1.14,Normal
Washing_Machine,38.25,1.06,772,1.68,63.98,1.31,Normal
Washing_Machine,40.44,2.53,1076,2.32,35.5,1.45,Normal
Washing_Machine,40.38,1.2,937,1.66,44.97,0.92,Normal
Washing_Machine,35.02,1.77,882,1.88,32.68,0.83,Normal
Washing_Machine,35.33,2.44,899,2.2,36.57,1.53,Normal
Washing_Machine,35.54,1.77,844,2.28,38.1,1.08,Normal
Washing_Machine,29.58,1.23,1036,1.97,30.08,1.48,Normal
Washing_Machine,32.25,2.09,878,2.33,50.02,1.44,Normal
Washing_Machine,61.07,5.8,1720,4.1,65.17,3.06,Anomaly
Washing_Machine,65.71,5.88,1767,4.59,56.44,1.95,Anomaly
Washing_Machine,73.18,4.25,1788,3.84,46.24,2.96,Anomaly
Washing_Machine,46.35,2.2,858,2.24,56.95,1.19,Normal
Washing_Machine,73.13,4.71,1504,4.43,38.98,2.64,Anomaly
Washing_Machine,65.41,4.79,1878,4.57,64.75,3.48,Anomaly
Washing_Machine,35.05,1.17,1020,2.14,44.51,1.35,Normal
Washing_Machine,36.57,1.95,1002,2.29,57.93,1.29,Normal
Washing_Machine,37.74,2.51,715,1.73,53.08,1.03,Normal
Washing_Machine,42.12,1.17,879,2.23,67.32,1.48,Normal
Washing_Machine,28.72,2.07,744,1.93,60.84,1.23,Normal
Washing_Machine,34.5,2.38,1145,1.97,59.81,1.59,Normal
Washing_Machine,32.45,2.11,841,2.44,56.64,1.43,Normal
Washing_Machine,34.1,3.37,712,2.52,47.78,1.43,Normal
Washing_Machine,36.18,2.39,927,1.76,46.99,0.81,Normal
Washing_Machine,37.76,2.19,1042,2.53,60.66,1.6,Normal
Washing_Machine,36.13,1.64,688,2.74,67.9,1.34,Normal
Washing_Machine,41.61,1.72,882,1.91,36.91,1.29,Normal
Washing_Machine,38.03,2.22,910,2.0,53.06,1.21,Normal
Washing_Machine,47.21,6.1,1819,3.73,43.71,3.3,Anomaly
Washing_Machine,36.91,2.36,972,2.07,67.06,1.53,Normal
Washing_Machine,34.34,1.85,974,1.99,46.69,1.1,Normal
Washing_Machine,38.49,0.81,1215,2.05,56.51,1.16,Normal
Washing_Machine,55.21,7.22,1869,4.69,58.81,3.78,Anomaly
Washing_Machine,39.11,2.69,1492,1.63,49.53,0.89,Normal
Washing_Machine,40.21,2.33,791,1.68,42.86,1.26,Normal
Washing_Machine,37.28,1.6,983,1.41,35.48,1.6,Normal
Washing_Machine,38.7,1.87,958,2.16,53.93,1.31,Normal
Washing_Machine,32.02,1.52,851,2.2,57.48,1.25,Normal
Washing_Machine,34.64,1.87,819,2.08,53.41,1.27,Normal
Washing_Machine,31.93,2.19,976,1.59,61.85,1.29,Normal
Washing_Machine,57.68,6.26,1575,3.57,57.22,2.2,Anomaly
Washing_Machine,40.23,1.35,1052,2.41,42.87,1.43,Normal
Washing_Machine,26.22,1.58,792,2.25,45.23,1.42,Normal
Washing_Machine,38.03,2.34,1116,1.37,53.72,1.13,Normal
Washing_Machine,31.63,0.93,806,2.14,39.22,1.01,Normal
Washing_Machine,42.58,1.89,995,2.13,59.05,0.93,Normal
Washing_Machine,44.09,1.69,963,2.45,54.35,1.05,Normal
Washing_Machine,34.18,1.59,649,2.03,63.41,1.18,Normal
Washing_Machine,31.09,1.46,1103,1.93,58.36,1.47,Normal
Washing_Machine,39.32,1.55,1101,2.35,46.99,1.32,Normal
Washing_Machine,37.29,1.61,978,2.15,37.53,1.19,Normal
Washing_Machine,38.38,0.42,996,2.47,46.21,1.31,Normal
Washing_Machine,41.7,2.33,887,2.43,46.03,1.38,Normal
Washing_Machine,40.32,2.36,886,1.97,44.73,1.04,Normal
Washing_Machine,34.52,1.27,819,2.02,50.98,1.16,Normal
Washing_Machine,73.67,5.33,1762,4.86,38.67,1.96,Anomaly
Washing_Machine,37.24,2.03,931,2.28,37.84,1.74,Normal
Washing_Machine,46.62,5.72,1446,4.58,37.69,2.87,Anomaly
Washing_Machine,37.22,2.31,941,2.18,33.82,1.25,Normal
Washing_Machine,34.36,1.85,941,2.08,39.8,1.28,Normal
Washing_Machine,41.5,0.79,859,2.16,61.93,1.37,Normal
Washing_Machine,34.19,2.01,1004,2.36,47.9,1.36,Normal
Washing_Machine,41.24,2.73,843,2.57,53.79,1.26,Normal
Washing_Machine,32.79,1.25,943,2.55,45.1,1.34,Normal
Washing_Machine,35.79,1.79,786,2.24,51.96,1.1,Normal
Washing_Machine,61.03,3.74,1672,3.85,41.65,2.97,Anomaly
Washing_Machine,31.92,1.19,817,1.55,40.39,1.22,Normal
Washing_Machine,32.34,2.43,1136,2.28,55.08,1.26,Normal
Washing_Machine,36.09,2.04,938,2.7,67.68,1.63,Normal
Washing_Machine,31.43,0.73,914,1.84,32.47,1.62,Normal
Washing_Machine,35.3,2.25,871,1.94,69.39,1.28,Normal
Washing_Machine,30.43,1.68,1133,2.13,36.26,1.17,Normal
Washing_Machine,34.59,1.26,1020,2.06,62.0,0.9,Normal
Washing_Machine,30.09,2.16,691,2.11,45.96,1.26,Normal
Washing_Machine,35.77,1.81,941,1.86,61.35,1.23,Normal
Washing_Machine,59.12,8.38,1609,4.06,59.93,2.18,Anomaly
Washing_Machine,35.32,2.03,1018,2.29,54.49,1.05,Normal
Washing_Machine,63.19,4.24,1630,3.71,30.95,2.44,Anomaly
Washing_Machine,37.47,1.34,1249,2.13,48.83,1.25,Normal
Washing_Machine,39.12,2.55,1184,1.95,58.44,1.5,Normal
Washing_Machine,33.7,2.46,944,1.83,37.3,1.0,Normal
Washing_Machine,35.19,1.38,860,2.45,31.07,1.36,Normal
Washing_Machine,65.89,5.67,1767,4.52,64.9,2.86,Anomaly
Washing_Machine,37.15,1.33,1027,2.15,64.2,1.52,Normal
Washing_Machine,36.88,2.03,893,2.43,46.29,1.41,Normal
Washing_Machine,33.49,1.28,967,2.41,46.04,1.81,Normal
Washing_Machine,32.53,1.28,991,1.97,46.0,0.97,Normal
Washing_Machine,56.41,4.88,1527,4.18,50.94,3.22,Anomaly
Washing_Machine,36.4,1.34,1000,2.11,49.49,1.39,Normal
Washing_Machine,38.52,1.53,813,2.47,53.28,1.19,Normal
Washing_Machine,43.56,1.29,888,2.24,56.52,1.17,Normal
Washing_Machine,31.84,1.74,1023,2.07,54.48,1.16,Normal
Washing_Machine,39.19,2.66,981,2.01,40.62,1.25,Normal
Washing_Machine,37.08,2.05,867,2.17,48.28,1.21,Normal
Washing_Machine,35.92,2.41,914,2.26,34.64,1.33,Normal
Washing_Machine,38.24,1.37,936,2.16,67.46,1.34,Normal
Washing_Machine,40.83,2.14,1028,2.1,30.71,1.17,Normal
Washing_Machine,33.97,1.57,851,2.31,39.32,1.31,Normal
Washing_Machine,62.35,7.04,1357,4.33,36.87,2.48,Anomaly
Washing_Machine,64.88,6.3,1837,4.99,53.84,2.76,Anomaly
Washing_Machine,39.52,2.58,1341,1.99,57.02,1.14,Normal
Washing_Machine,35.89,1.82,746,2.62,48.69,1.28,Normal
Washing_Machine,39.31,1.72,929,2.68,33.6,1.58,Normal
Washing_Machine,63.62,7.21,1501,3.91,42.47,2.99,Anomaly
Washing_Machine,65.86,4.86,1660,4.89,68.79,3.13,Anomaly
Washing_Machine,32.12,2.03,878,2.6,34.48,1.04,Normal
Washing_Machine,42.14,1.95,838,1.82,37.07,1.14,Normal
Washing_Machine,38.94,2.22,1020,1.78,40.84,1.24,Normal
Washing_Machine,29.45,1.39,914,1.9,62.86,1.19,Normal
Washing_Machine,37.8,2.31,726,2.0,50.81,1.0,Normal
Washing_Machine,35.91,1.65,854,2.59,40.04,1.07,Normal
Washing_Machine,37.8,2.02,877,1.94,51.2,1.34,Normal
Washing_Machine,29.16,2.7,945,1.61,62.55,1.11,Normal
Washing_Machine,63.38,6.24,1847,3.69,62.8,2.74,Anomaly
Washing_Machine,41.67,1.44,976,2.34,54.56,0.94,Normal
Washing_Machine,44.22,1.47,1106,2.2,57.74,1.35,Normal
Washing_Machine,81.54,4.45,965,3.8,60.79,2.38,Anomaly
Washing_Machine,36.56,1.53,998,2.34,69.05,1.64,Normal
Washing_Machine,33.53,2.31,1083,2.31,59.93,1.42,Normal
Washing_Machine,52.24,6.53,1725,5.42,65.96,2.26,Anomaly
Washing_Machine,28.46,2.49,1029,2.16,42.36,1.31,Normal
Washing_Machine,30.91,1.39,938,2.63,44.05,1.35,Normal
Washing_Machine,41.25,2.2,755,1.78,50.1,1.21,Normal
Washing_Machine,61.16,7.38,1712,3.95,49.38,2.43,Anomaly
Washing_Machine,40.3,2.67,1179,2.89,57.3,1.07,Normal
Washing_Machine,37.35,1.8,869,1.84,67.39,1.25,Normal
Washing_Machine,53.49,6.91,1924,4.08,42.46,3.04,Anomaly
Washing_Machine,33.91,2.63,933,1.99,58.98,1.31,Normal
Washing_Machine,31.69,2.6,1032,2.09,53.4,1.12,Normal
Washing_Machine,53.19,5.05,1744,4.51,46.48,2.43,Anomaly
Washing_Machine,30.59,2.64,1056,2.17,62.79,1.26,Normal
Washing_Machine,40.17,2.45,1072,2.27,62.35,1.51,Normal
Washing_Machine,39.2,0.83,1090,1.83,54.31,1.14,Normal
Washing_Machine,33.81,1.73,1177,2.27,59.63,1.1,Normal
Washing_Machine,37.06,2.16,1032,2.16,36.49,1.26,Normal
Washing_Machine,61.56,6.5,1636,3.09,30.75,2.18,Anomaly
Washing_Machine,33.25,2.05,751,2.26,43.75,1.31,Normal
Washing_Machine,65.81,4.85,1597,4.47,44.34,2.54,Anomaly
Washing_Machine,36.4,0.98,1159,2.04,51.72,1.25,Normal
Washing_Machine,34.67,2.49,909,2.13,51.53,1.78,Normal
Washing_Machine,76.06,6.34,1338,4.06,62.17,2.88,Anomaly
Washing_Machine,34.78,2.12,814,2.63,64.99,1.2,Normal
Washing_Machine,30.33,1.65,968,2.66,56.48,1.24,Normal
Washing_Machine,33.98,1.68,932,1.9,35.45,1.51,Normal
Washing_Machine,38.79,2.07,947,2.03,67.77,1.58,Normal
Washing_Machine,33.66,2.43,1170,1.9,48.14,1.39,Normal
Washing_Machine,43.62,2.13,891,2.14,34.88,1.15,Normal
Washing_Machine,21.19,2.39,1053,2.26,59.63,1.05,Normal
Washing_Machine,37.27,1.87,1097,1.72,31.29,1.13,Normal
Washing_Machine,36.17,2.67,1162,2.16,58.05,1.2,Normal
Washing_Machine,30.53,2.15,833,2.47,69.44,1.03,Normal
Washing_Machine,38.7,1.46,910,1.95,54.86,1.42,Normal
Washing_Machine,33.4,1.58,806,1.89,39.55,1.52,Normal
Washing_Machine,39.85,1.44,864,2.2,59.31,1.71,Normal
Washing_Machine,60.13,6.07,1956,4.22,69.55,2.47,Anomaly
Washing_Machine,29.99,1.9,1036,1.72,54.02,1.16,Normal
Washing_Machine,35.17,1.49,1141,2.44,39.33,1.33,Normal
Washing_Machine,34.67,2.23,969,1.98,31.7,1.03,Normal
Washing_Machine,35.8,1.06,960,2.34,52.37,1.26,Normal
Washing_Machine,30.88,2.04,817,2.16,66.26,1.59,Normal
Washing_Machine,38.19,2.07,1095,1.8,39.02,1.09,Normal
Washing_Machine,33.53,1.52,953,2.22,52.91,1.11,Normal
Washing_Machine,34.34,1.51,888,1.81,56.47,0.86,Normal
Washing_Machine,32.03,0.97,992,1.95,32.83,1.14,Normal
Washing_Machine,37.42,1.8,931,2.22,36.92,1.46,Normal
Washing_Machine,36.24,1.2,888,1.87,62.16,1.26,Normal
